Id,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
1209,19.0,70.0,3.684210526315789,6,0,2,1,3,15.0,0,403,12.0,3.0,False
1210,5.0,14.0,2.8,14,0,1,5,0,3.0,1,284,0.0,2.0,False
1211,37.0,50.0,1.351351351351351,13,0,7,1,5,31.0,0,294,8.0,0.0,False
1212,10.0,16.0,1.6,2,0,0,8,6,3.0,0,103,0.0,8.0,True
1213,4.0,1.0,0.25,0,0,0,0,1,0.0,1,97,0.0,1.0,True
1214,20.0,38.0,1.9,2,0,1,10,10,4.0,0,62,0.0,21.0,True
1215,9.0,56.0,6.222222222222222,3,0,1,7,8,4.0,1,148,0.0,33.0,True
1216,46.0,9.0,0.1956521739130435,7,0,4,1,2,5.0,1,339,1.0,1.0,False
1217,33.0,11.0,0.3333333333333333,11,0,3,8,6,7.0,1,251,1.0,2.0,False
1218,7.0,4.0,0.5714285714285714,6,0,0,6,3,2.0,0,325,1.0,1.0,False
1219,32.0,117.0,3.65625,7,0,2,1,4,18.0,1,233,16.0,3.0,False
1220,2.0,40.0,20.0,8,0,1,1,1,1.0,1,329,2.0,0.0,False
1221,8.0,35.0,4.375,2,0,1,3,5,4.0,1,136,2.0,3.0,False
1224,2.0,21.0,10.5,14,0,2,0,0,1.0,0,490,3.0,0.0,False
1225,12.0,21.0,1.75,1,0,0,7,9,0.0,0,191,0.0,12.0,True
1226,57.0,83.0,1.456140350877193,4,0,2,5,5,34.0,1,154,4.0,8.0,False
1227,29.0,109.0,3.7586206896551726,9,0,3,1,3,15.0,0,167,5.0,14.0,False
1228,3.0,19.0,6.333333333333333,5,0,0,2,5,2.0,1,150,2.0,2.0,False
1229,27.0,60.0,2.2222222222222223,10,0,0,7,5,18.0,0,285,2.0,14.0,False
1230,7.0,70.0,10.0,11,0,2,7,3,4.0,1,276,19.0,14.0,False
1231,17.0,60.0,3.5294117647058822,1,0,0,10,8,1.0,0,105,0.0,33.0,True
1232,44.0,50.0,1.1363636363636365,2,0,0,3,4,31.0,0,213,3.0,4.0,False
1233,27.0,118.0,4.37037037037037,9,0,3,2,6,19.0,0,225,13.0,0.0,False
1234,21.0,79.0,3.761904761904762,4,0,1,1,3,14.0,0,295,6.0,6.0,False
1235,50.0,65.0,1.3,8,0,2,2,3,28.0,1,229,3.0,5.0,False
1236,35.0,51.0,1.457142857142857,8,0,0,3,4,23.0,2,366,4.0,2.0,False
1238,18.0,72.0,4.0,13,0,0,0,0,15.0,0,383,11.0,4.0,False
1239,30.0,42.0,1.4,6,0,2,3,3,17.0,1,318,6.0,2.0,False
1240,10.0,20.0,2.0,3,0,0,9,4,0.0,1,163,0.0,10.0,True
1241,5.0,26.0,5.2,1,1,1,0,2,2.0,2,172,0.0,18.0,True
1242,23.0,30.0,1.3043478260869563,1,0,1,10,10,0.0,1,113,0.0,16.0,True
1244,30.0,98.0,3.2666666666666666,11,0,0,7,7,19.0,0,260,21.0,22.0,False
1245,7.0,22.0,3.142857142857143,9,0,2,5,1,4.0,1,325,0.0,4.0,False
1246,19.0,54.0,2.8421052631578947,1,0,1,7,10,7.0,1,199,0.0,36.0,True
1247,20.0,32.0,1.6,12,0,0,1,4,15.0,0,295,5.0,0.0,False
1250,5.0,82.0,16.4,9,0,0,5,2,3.0,1,389,8.0,16.0,False
1251,7.0,38.0,5.428571428571429,2,0,0,7,3,3.0,1,119,0.0,26.0,True
1252,3.0,47.0,15.666666666666666,6,0,0,1,0,3.0,0,292,5.0,0.0,False
1253,7.0,36.0,5.142857142857143,3,0,1,4,3,5.0,2,283,4.0,3.0,False
1254,38.0,53.0,1.394736842105263,6,0,0,8,5,21.0,1,279,2.0,10.0,False
1256,8.0,24.0,3.0,3,0,0,7,9,2.0,0,72,0.0,12.0,True
1257,2.0,21.0,10.5,4,0,0,1,1,1.0,1,190,3.0,0.0,False
1258,5.0,9.0,1.8,4,0,2,5,5,3.0,0,183,1.0,1.0,False
1259,13.0,29.0,2.230769230769231,1,0,1,9,6,4.0,1,153,0.0,17.0,True
1260,28.0,27.0,0.9642857142857144,9,0,1,3,3,17.0,2,213,2.0,2.0,False
1262,23.0,65.0,2.8260869565217392,6,1,2,9,4,13.0,0,281,0.0,8.0,False
1263,50.0,34.0,0.68,17,0,4,6,9,23.0,1,321,2.0,4.0,False
1265,13.0,46.0,3.5384615384615383,11,2,0,6,2,7.0,1,198,5.0,9.0,False
1266,6.0,2.0,0.3333333333333333,6,0,2,4,4,1.0,2,127,0.0,0.0,False
1267,16.0,16.0,1.0,1,0,1,7,9,2.0,0,90,0.0,10.0,True
1269,12.0,14.0,1.1666666666666667,7,0,2,2,1,7.0,1,266,1.0,1.0,False
1270,17.0,0.0,0.0,10,0,3,8,2,0.0,0,330,0.0,0.0,False
1271,6.0,14.0,2.333333333333333,12,0,0,2,2,4.0,0,422,3.0,1.0,False
1272,4.0,58.0,14.5,6,0,2,0,0,2.0,1,160,10.0,13.0,False
1273,12.0,93.0,7.75,7,2,1,2,1,8.0,0,166,6.0,1.0,False
1274,8.0,18.0,2.25,4,0,2,3,4,5.0,0,237,2.0,2.0,False
1275,5.0,30.0,6.0,2,0,0,0,2,1.0,0,126,0.0,17.0,True
1276,8.0,42.0,5.25,5,0,2,4,4,4.0,0,119,4.0,4.0,False
1278,8.0,146.0,18.25,7,0,0,2,4,5.0,0,122,10.0,14.0,False
1279,8.0,40.0,5.0,11,0,0,7,1,5.0,1,307,0.0,8.0,False
1280,25.0,65.0,2.6,5,0,1,2,3,13.0,0,277,6.0,0.0,False
1281,16.0,86.0,5.375,11,0,3,6,3,11.0,1,351,25.0,9.0,False
1283,39.0,31.0,0.7948717948717948,9,0,0,3,4,17.0,2,218,2.0,1.0,False
1284,15.0,62.0,4.133333333333334,12,0,4,5,4,10.0,0,166,19.0,11.0,False
1285,8.0,21.0,2.625,9,0,0,2,0,5.0,0,199,2.0,0.0,False
1286,59.0,0.0,0.0,11,0,3,0,0,0.0,0,221,0.0,0.0,False
1288,1.0,2.0,2.0,6,0,1,0,1,1.0,2,222,0.0,0.0,False
1289,34.0,23.0,0.6764705882352942,5,0,1,1,6,16.0,0,437,3.0,1.0,False
1290,59.0,115.0,1.9491525423728813,12,0,1,2,4,39.0,0,175,11.0,12.0,False
1291,27.0,91.0,3.3703703703703702,4,0,0,3,3,19.0,0,386,6.0,4.0,False
1292,36.0,42.0,1.1666666666666667,7,0,2,2,2,21.0,1,363,6.0,4.0,False
1293,24.0,10.0,0.4166666666666667,9,0,3,2,6,7.0,0,388,2.0,0.0,False
1294,16.0,71.0,4.4375,12,0,0,2,4,14.0,1,333,13.0,4.0,False
1295,41.0,65.0,1.5853658536585369,5,0,0,6,9,28.0,0,226,10.0,10.0,False
1296,30.0,64.0,2.1333333333333333,5,0,0,1,4,21.0,0,253,7.0,2.0,False
1297,11.0,44.0,4.0,3,0,1,4,5,7.0,0,123,4.0,4.0,False
1298,11.0,36.0,3.272727272727273,12,0,3,8,2,6.0,1,192,3.0,9.0,False
1299,24.0,59.0,2.458333333333333,9,0,3,0,0,17.0,0,489,9.0,0.0,False
1300,2.0,3.0,1.5,3,0,1,0,2,0.0,1,95,0.0,2.0,True
1301,8.0,64.0,8.0,12,0,7,1,1,6.0,0,444,7.0,3.0,False
1302,5.0,65.0,13.0,12,0,1,5,2,3.0,0,353,11.0,7.0,False
1303,24.0,39.0,1.625,14,0,2,7,4,16.0,1,270,2.0,4.0,False
1304,10.0,112.0,11.2,7,0,1,4,5,6.0,0,281,6.0,9.0,False
1305,21.0,78.0,3.7142857142857135,5,0,1,0,0,18.0,0,494,14.0,5.0,False
1306,22.0,83.0,3.772727272727273,12,0,6,7,4,15.0,1,272,21.0,14.0,False
1307,14.0,24.0,1.7142857142857142,3,0,0,2,1,7.0,0,359,2.0,0.0,False
1309,17.0,20.0,1.1764705882352942,1,0,1,10,9,3.0,0,68,0.0,12.0,True
1311,30.0,97.0,3.2333333333333334,8,0,0,8,4,19.0,1,193,22.0,21.0,False
1312,39.0,86.0,2.2051282051282053,5,0,0,3,2,24.0,0,152,9.0,11.0,False
1313,32.0,81.0,2.53125,5,0,0,1,2,19.0,0,366,12.0,4.0,False
1314,8.0,10.0,1.25,9,3,0,2,0,4.0,0,189,1.0,0.0,False
1315,31.0,7.0,0.2258064516129032,12,0,3,1,5,5.0,0,338,1.0,0.0,False
1316,10.0,113.0,11.3,14,0,0,5,3,6.0,0,161,8.0,14.0,False
1318,7.0,65.0,9.285714285714286,2,0,1,2,5,4.0,1,288,4.0,6.0,False
1319,10.0,85.0,8.5,5,0,0,2,4,7.0,0,191,9.0,6.0,False
1321,11.0,94.0,8.545454545454545,7,0,0,3,5,6.0,1,131,11.0,9.0,False
1322,8.0,52.0,6.5,3,0,1,8,2,3.0,0,195,0.0,34.0,True
1323,11.0,33.0,3.0,4,0,1,3,4,6.0,1,257,2.0,3.0,False
1324,13.0,46.0,3.5384615384615383,5,2,2,2,6,8.0,1,193,4.0,4.0,False
1325,5.0,32.0,6.4,1,0,0,0,2,1.0,0,176,0.0,16.0,True
1327,6.0,12.0,2.0,9,0,3,6,0,4.0,0,291,1.0,2.0,False
1329,29.0,44.0,1.5172413793103448,5,0,0,4,2,20.0,0,186,6.0,0.0,False
1330,18.0,61.0,3.388888888888889,9,0,1,1,2,16.0,0,420,10.0,1.0,False
1331,7.0,19.0,2.7142857142857144,3,0,1,7,1,2.0,1,133,0.0,11.0,True
1332,15.0,8.0,0.5333333333333333,4,0,1,9,9,4.0,0,198,0.0,4.0,True
1333,23.0,16.0,0.6956521739130435,7,0,0,1,5,12.0,0,258,2.0,0.0,False
1334,3.0,20.0,6.666666666666667,1,1,1,0,0,2.0,1,393,3.0,0.0,False
1335,43.0,48.0,1.1162790697674418,7,0,0,2,5,35.0,0,269,7.0,2.0,False
1336,21.0,0.0,0.0,13,0,2,9,4,0.0,1,346,0.0,0.0,False
1337,5.0,46.0,9.2,14,0,0,5,1,3.0,1,220,5.0,10.0,False
1338,5.0,55.0,11.0,4,0,2,0,2,0.0,0,189,0.0,29.0,True
1339,25.0,123.0,4.92,7,2,0,5,6,16.0,1,258,0.0,17.0,False
1340,8.0,7.0,0.875,11,2,0,7,2,5.0,0,171,1.0,1.0,False
1341,14.0,67.0,4.785714285714286,11,0,0,7,2,7.0,1,279,7.0,13.0,False
1342,6.0,2.0,0.3333333333333333,8,0,0,1,1,1.0,1,169,0.0,0.0,False
1343,6.0,5.0,0.8333333333333334,4,2,0,0,2,1.0,1,91,0.0,3.0,True
1344,7.0,86.0,12.285714285714286,9,0,0,0,0,5.0,0,211,14.0,6.0,False
1345,9.0,32.0,3.555555555555556,6,0,1,2,5,6.0,0,286,2.0,2.0,False
1346,9.0,22.0,2.4444444444444446,4,0,1,9,4,3.0,0,109,0.0,15.0,True
1347,21.0,13.0,0.6190476190476191,6,0,1,3,2,8.0,1,160,1.0,1.0,False
1351,12.0,23.0,1.9166666666666667,8,0,0,3,0,7.0,0,154,3.0,1.0,False
1352,11.0,2.0,0.1818181818181818,4,0,2,2,5,1.0,1,287,0.0,0.0,False
1353,3.0,52.0,17.333333333333332,2,1,1,0,1,0.0,2,155,0.0,29.0,True
1354,29.0,46.0,1.5862068965517242,2,0,0,3,7,19.0,1,288,5.0,4.0,False
1355,7.0,52.0,7.428571428571429,2,0,0,7,3,3.0,0,172,0.0,26.0,True
1356,24.0,31.0,1.2916666666666667,7,0,0,4,2,16.0,0,378,4.0,0.0,False
1357,54.0,23.0,0.4259259259259259,13,0,0,2,5,20.0,1,479,3.0,0.0,False
1358,8.0,60.0,7.5,4,0,0,8,4,0.0,0,150,0.0,32.0,True
1359,14.0,51.0,3.642857142857143,3,0,0,7,9,6.0,1,158,0.0,33.0,True
1360,3.0,60.0,20.0,4,0,2,2,0,2.0,0,375,6.0,1.0,False
1362,9.0,19.0,2.111111111111111,2,0,1,8,6,1.0,1,54,0.0,12.0,True
1363,10.0,51.0,5.1,1,0,0,7,4,4.0,1,119,0.0,30.0,True
1364,27.0,72.0,2.6666666666666665,7,1,0,4,5,14.0,2,184,7.0,6.0,False
1365,29.0,16.0,0.5517241379310345,3,0,2,1,3,10.0,1,196,1.0,1.0,False
1366,17.0,27.0,1.588235294117647,12,0,2,5,3,10.0,0,228,7.0,6.0,False
1368,2.0,11.0,5.5,7,0,2,1,4,1.0,0,225,1.0,1.0,False
1369,11.0,105.0,9.545454545454543,13,0,0,5,2,6.0,1,383,3.0,18.0,False
1370,27.0,39.0,1.4444444444444444,4,0,0,4,2,18.0,0,292,6.0,1.0,False
1371,8.0,25.0,3.125,5,0,0,3,4,5.0,0,241,2.0,2.0,False
1373,24.0,34.0,1.4166666666666667,3,1,1,4,1,16.0,0,368,3.0,2.0,False
1374,7.0,123.0,17.571428571428573,3,0,0,5,3,5.0,1,118,10.0,9.0,False
1375,7.0,68.0,9.714285714285714,6,1,0,4,4,4.0,0,211,6.0,6.0,False
1376,41.0,14.0,0.3414634146341463,8,0,3,2,2,8.0,1,359,1.0,0.0,False
1377,9.0,65.0,7.222222222222222,10,2,1,1,2,7.0,0,362,12.0,2.0,False
1378,10.0,32.0,3.2,13,1,3,9,1,6.0,0,285,2.0,6.0,False
1379,48.0,57.0,1.1875,11,0,2,7,5,33.0,1,298,7.0,12.0,False
1380,18.0,70.0,3.888888888888889,5,0,2,2,5,12.0,0,278,8.0,7.0,False
1381,30.0,51.0,1.7,9,0,0,0,0,25.0,0,257,8.0,2.0,False
1382,34.0,77.0,2.264705882352941,9,0,1,1,3,22.0,2,259,10.0,5.0,False
1383,28.0,69.0,2.4642857142857144,7,0,0,2,6,23.0,0,484,8.0,0.0,False
1384,10.0,50.0,5.0,6,0,2,2,5,5.0,0,171,5.0,4.0,False
1385,14.0,24.0,1.7142857142857142,3,0,0,2,2,8.0,0,248,3.0,0.0,False
1387,50.0,109.0,2.18,5,0,2,3,4,29.0,0,237,10.0,9.0,False
1388,26.0,19.0,0.7307692307692307,12,0,2,1,6,16.0,0,407,4.0,2.0,False
1390,15.0,87.0,5.8,14,1,0,8,2,8.0,0,338,11.0,12.0,False
1395,58.0,64.0,1.103448275862069,12,0,0,3,2,39.0,0,242,6.0,3.0,False
1396,11.0,1.0,0.0909090909090909,13,0,4,8,3,1.0,1,189,0.0,0.0,False
1397,37.0,73.0,1.972972972972973,8,0,3,7,8,19.0,1,221,7.0,18.0,False
1398,19.0,26.0,1.368421052631579,3,0,0,4,2,13.0,0,331,2.0,0.0,False
1399,19.0,49.0,2.5789473684210527,4,0,2,7,9,2.0,1,103,0.0,28.0,True
1400,48.0,83.0,1.7291666666666667,8,0,1,2,3,33.0,0,351,9.0,0.0,False
1402,13.0,82.0,6.307692307692308,10,0,0,8,3,8.0,1,350,1.0,15.0,False
1405,3.0,36.0,12.0,12,0,0,0,0,2.0,0,312,4.0,5.0,False
1406,16.0,58.0,3.625,9,0,0,4,2,9.0,0,255,3.0,3.0,False
1408,9.0,5.0,0.5555555555555556,8,0,1,8,1,3.0,1,369,1.0,1.0,False
1409,18.0,16.0,0.8888888888888888,14,0,0,5,5,10.0,1,181,1.0,3.0,False
1410,2.0,24.0,12.0,7,0,0,0,1,1.0,0,274,1.0,6.0,False
1411,27.0,15.0,0.5555555555555556,2,0,1,8,10,0.0,1,93,0.0,10.0,True
1412,13.0,73.0,5.615384615384615,11,0,2,8,3,8.0,1,392,0.0,16.0,False
1413,14.0,41.0,2.9285714285714284,4,0,1,8,9,1.0,1,95,0.0,23.0,True
1414,32.0,59.0,1.84375,7,0,2,2,3,18.0,1,163,5.0,4.0,False
1415,53.0,62.0,1.169811320754717,17,0,0,7,9,32.0,1,163,5.0,9.0,False
1418,4.0,67.0,16.75,5,1,0,0,1,2.0,0,158,6.0,15.0,False
1421,22.0,94.0,4.2727272727272725,6,0,2,0,0,16.0,0,310,15.0,7.0,False
1422,5.0,31.0,6.2,11,0,0,5,3,3.0,0,240,1.0,3.0,False
1423,25.0,51.0,2.04,11,0,0,9,5,14.0,1,248,10.0,6.0,False
1424,10.0,45.0,4.5,4,0,0,2,4,7.0,1,120,5.0,4.0,False
1425,3.0,11.0,3.6666666666666665,3,0,0,2,0,2.0,1,394,1.0,0.0,False
1426,23.0,82.0,3.565217391304348,14,0,1,6,5,14.0,1,217,14.0,19.0,False
1427,12.0,23.0,1.9166666666666667,6,0,0,7,2,6.0,0,305,3.0,4.0,False
1428,2.0,36.0,18.0,4,0,0,1,2,1.0,1,178,2.0,3.0,False
1429,17.0,69.0,4.0588235294117645,3,0,1,3,2,9.0,0,270,5.0,1.0,False
1430,11.0,39.0,3.5454545454545454,11,0,2,6,3,6.0,0,260,0.0,8.0,False
1431,3.0,59.0,19.666666666666668,1,0,0,0,0,2.0,0,211,5.0,0.0,False
1432,37.0,92.0,2.4864864864864864,14,0,0,6,8,19.0,1,182,11.0,17.0,False
1433,2.0,18.0,9.0,1,0,0,0,0,0.0,1,74,0.0,11.0,True
1434,13.0,23.0,1.7692307692307692,8,0,2,0,0,10.0,1,244,3.0,0.0,False
1435,7.0,48.0,6.857142857142857,5,0,0,0,0,5.0,0,278,9.0,4.0,False
1436,15.0,44.0,2.933333333333333,1,0,1,7,9,2.0,0,135,0.0,25.0,True
1437,8.0,60.0,7.5,7,0,2,8,1,5.0,2,379,5.0,14.0,False
1438,4.0,1.0,0.25,2,0,1,3,1,1.0,0,173,0.0,0.0,False
1439,9.0,91.0,10.11111111111111,6,0,2,5,3,5.0,0,294,5.0,7.0,False
1441,17.0,20.0,1.1764705882352942,5,0,0,2,5,11.0,1,196,1.0,2.0,False
1443,13.0,36.0,2.769230769230769,5,1,0,2,6,9.0,0,202,4.0,3.0,False
1444,3.0,39.0,13.0,9,0,0,0,0,2.0,0,243,1.0,4.0,False
1445,26.0,65.0,2.5,9,0,1,4,2,17.0,0,169,4.0,1.0,False
1446,12.0,4.0,0.3333333333333333,1,0,0,9,8,0.0,0,72,0.0,2.0,True
1447,32.0,48.0,1.5,8,0,0,2,5,29.0,0,345,7.0,3.0,False
1448,4.0,61.0,15.25,4,0,0,0,2,1.0,1,121,0.0,36.0,True
1449,9.0,8.0,0.8888888888888888,14,0,1,8,3,5.0,2,305,1.0,1.0,False
1450,8.0,3.0,0.375,7,0,0,5,3,2.0,1,348,0.0,0.0,False
1451,6.0,6.0,1.0,3,0,0,0,2,1.0,1,119,0.0,4.0,True
1452,5.0,22.0,4.4,4,0,2,4,0,3.0,2,354,3.0,1.0,False
1453,21.0,11.0,0.5238095238095238,3,0,1,1,2,6.0,1,159,1.0,0.0,False
1455,2.0,16.0,8.0,7,0,0,1,1,1.0,1,148,1.0,1.0,False
1456,3.0,7.0,2.333333333333333,5,0,1,0,0,2.0,0,386,0.0,0.0,False
1457,12.0,47.0,3.9166666666666665,9,0,0,2,2,7.0,0,312,4.0,1.0,False
1458,8.0,21.0,2.625,4,0,2,2,4,5.0,0,269,1.0,2.0,False
1459,5.0,22.0,4.4,5,0,1,5,0,3.0,1,286,3.0,2.0,False
1461,52.0,0.0,0.0,7,0,0,5,9,0.0,1,227,0.0,0.0,False
1462,9.0,52.0,5.777777777777778,3,0,0,2,1,6.0,1,272,7.0,3.0,False
1463,1.0,6.0,6.0,1,0,1,0,2,0.0,1,175,0.0,3.0,True
1464,13.0,10.0,0.7692307692307693,10,0,5,0,0,9.0,0,356,1.0,0.0,False
1465,8.0,18.0,2.25,3,0,0,8,1,1.0,1,103,0.0,11.0,True
1466,10.0,39.0,3.9,3,0,0,4,4,6.0,1,282,2.0,3.0,False
1467,31.0,16.0,0.5161290322580645,12,0,3,9,6,11.0,0,161,0.0,3.0,False
1468,14.0,26.0,1.8571428571428568,5,0,0,5,4,8.0,1,237,2.0,2.0,False
1469,2.0,34.0,17.0,1,0,0,0,0,0.0,0,166,0.0,19.0,True
1470,4.0,21.0,5.25,4,0,0,0,0,3.0,0,246,4.0,3.0,False
1472,44.0,24.0,0.5454545454545454,9,0,2,4,2,16.0,0,260,4.0,3.0,False
1473,17.0,23.0,1.3529411764705883,7,1,1,2,5,9.0,0,276,2.0,2.0,False
1474,9.0,60.0,6.666666666666667,3,0,2,8,6,2.0,1,107,0.0,31.0,True
1475,55.0,22.0,0.4,16,0,0,3,8,16.0,0,439,4.0,1.0,False
1477,11.0,145.0,13.181818181818182,10,0,3,6,3,6.0,1,302,3.0,33.0,False
1478,29.0,19.0,0.6551724137931034,3,0,0,4,2,11.0,0,377,2.0,0.0,False
1479,13.0,16.0,1.2307692307692308,11,0,2,0,0,11.0,0,330,2.0,1.0,False
1480,22.0,32.0,1.4545454545454546,10,0,0,8,5,11.0,2,213,6.0,5.0,False
1481,3.0,32.0,10.666666666666666,10,0,1,0,2,2.0,0,327,4.0,4.0,False
1482,3.0,18.0,6.0,7,0,0,0,0,2.0,2,336,2.0,0.0,False
1483,44.0,34.0,0.7727272727272727,10,0,2,4,2,18.0,0,376,3.0,1.0,False
1484,17.0,49.0,2.8823529411764706,6,0,0,8,3,11.0,0,319,4.0,10.0,False
1487,8.0,19.0,2.375,5,0,0,3,0,5.0,1,275,2.0,0.0,False
1488,4.0,1.0,0.25,2,0,0,0,1,0.0,0,151,0.0,1.0,True
1489,2.0,18.0,9.0,7,1,2,1,3,1.0,1,258,1.0,2.0,False
1490,14.0,29.0,2.071428571428572,6,0,0,1,3,10.0,0,427,5.0,2.0,False
1491,6.0,54.0,9.0,3,0,1,0,2,1.0,0,114,0.0,37.0,True
1492,9.0,104.0,11.555555555555555,7,0,1,9,0,6.0,1,360,26.0,12.0,False
1493,9.0,24.0,2.6666666666666665,1,0,0,7,4,2.0,1,146,0.0,14.0,True
1494,36.0,30.0,0.8333333333333334,7,0,1,3,6,17.0,0,215,3.0,2.0,False
1495,3.0,3.0,1.0,8,0,0,0,0,2.0,0,251,0.0,0.0,False
1496,17.0,92.0,5.411764705882353,3,0,1,3,6,11.0,1,240,7.0,8.0,False
1497,2.0,14.0,7.0,1,0,1,1,1,1.0,1,327,2.0,0.0,False
1498,35.0,45.0,1.2857142857142858,8,0,0,1,6,28.0,0,272,8.0,3.0,False
1499,32.0,15.0,0.46875,5,0,0,2,6,9.0,1,102,1.0,1.0,False
1500,26.0,34.0,1.3076923076923077,6,0,0,3,2,17.0,0,302,3.0,0.0,False
1501,3.0,0.0,0.0,2,0,0,0,2,0.0,0,138,0.0,0.0,True
1502,2.0,13.0,6.5,1,0,0,1,0,1.0,0,327,2.0,1.0,False
1503,3.0,17.0,5.666666666666667,0,0,0,0,1,0.0,1,150,0.0,11.0,True
1505,12.0,85.0,7.083333333333333,6,0,0,0,0,9.0,0,238,9.0,3.0,False
1506,9.0,36.0,4.0,6,0,2,5,5,6.0,0,103,3.0,3.0,False
1507,22.0,30.0,1.3636363636363635,14,0,4,9,4,13.0,1,267,2.0,6.0,False
1508,12.0,63.0,5.25,9,0,2,4,1,7.0,1,199,5.0,4.0,False
1509,3.0,57.0,19.0,5,1,0,0,2,2.0,1,164,9.0,10.0,False
1511,6.0,32.0,5.333333333333333,4,0,2,0,2,1.0,1,102,0.0,20.0,True
1512,7.0,9.0,1.2857142857142858,7,0,0,3,5,4.0,1,163,1.0,1.0,False
1513,2.0,35.0,17.5,6,0,0,1,4,1.0,1,215,2.0,3.0,False
1515,5.0,47.0,9.4,4,0,0,0,2,1.0,1,179,0.0,24.0,True
1516,1.0,6.0,6.0,8,0,3,0,0,1.0,1,348,0.0,0.0,False
1517,3.0,5.0,1.6666666666666667,0,0,0,0,2,0.0,1,126,0.0,3.0,True
1518,5.0,84.0,16.8,10,0,0,5,2,3.0,0,327,19.0,10.0,False
1519,34.0,55.0,1.6176470588235294,3,0,1,3,3,21.0,1,231,5.0,1.0,False
1520,2.0,42.0,21.0,0,0,0,1,5,1.0,1,159,4.0,4.0,False
1521,5.0,50.0,10.0,11,0,0,5,2,3.0,1,243,11.0,8.0,False
1522,6.0,12.0,2.0,13,0,1,6,1,4.0,0,271,1.0,3.0,False
1523,2.0,47.0,23.5,6,0,0,1,0,1.0,1,264,3.0,1.0,False
1524,12.0,26.0,2.1666666666666665,9,0,0,1,2,10.0,1,212,4.0,0.0,False
1525,3.0,61.0,20.33333333333333,0,0,0,0,1,0.0,1,183,0.0,35.0,True
1526,6.0,35.0,5.833333333333333,2,0,1,0,2,2.0,0,187,0.0,19.0,True
1527,5.0,29.0,5.8,4,0,2,0,2,0.0,0,131,0.0,16.0,True
1528,5.0,97.0,19.4,7,0,1,3,3,3.0,0,267,9.0,9.0,False
1529,60.0,2.0,0.0333333333333333,11,0,1,2,4,1.0,1,290,0.0,0.0,False
1530,5.0,13.0,2.6,9,0,3,5,3,3.0,1,290,1.0,3.0,False
1532,16.0,36.0,2.25,6,0,1,2,2,10.0,1,229,5.0,2.0,False
1533,6.0,73.0,12.166666666666666,3,0,1,4,3,4.0,0,197,6.0,6.0,False
1535,19.0,48.0,2.526315789473684,2,0,0,3,5,10.0,0,103,5.0,4.0,False
1536,4.0,0.0,0.0,10,0,2,0,0,0.0,2,297,0.0,0.0,False
1537,18.0,1.0,0.0555555555555555,3,0,0,2,2,1.0,1,393,0.0,0.0,False
1538,32.0,57.0,1.78125,4,0,0,3,1,21.0,1,262,5.0,0.0,False
1539,25.0,39.0,1.56,5,0,2,3,6,14.0,2,273,4.0,3.0,False
1540,20.0,25.0,1.25,9,0,0,4,1,11.0,2,317,1.0,2.0,False
1541,13.0,7.0,0.5384615384615384,13,0,4,6,2,4.0,0,176,1.0,1.0,False
1542,11.0,8.0,0.7272727272727273,1,0,1,8,5,0.0,1,107,0.0,5.0,True
1543,26.0,69.0,2.6538461538461537,7,0,2,5,5,15.0,1,223,4.0,7.0,False
1544,14.0,79.0,5.642857142857143,6,0,0,4,5,9.0,0,284,6.0,7.0,False
1546,27.0,47.0,1.7407407407407407,5,0,0,0,0,22.0,0,211,9.0,4.0,False
1547,8.0,29.0,3.625,2,0,0,8,3,4.0,0,181,0.0,20.0,True
1548,25.0,50.0,2.0,3,0,0,3,1,13.0,1,323,6.0,5.0,False
1549,57.0,58.0,1.0175438596491229,11,0,1,11,5,32.0,1,288,1.0,13.0,False
1550,57.0,62.0,1.087719298245614,19,0,0,3,7,45.0,0,371,9.0,4.0,False
1551,2.0,7.0,3.5,5,0,2,1,4,1.0,1,215,1.0,1.0,False
1553,16.0,52.0,3.25,1,0,1,7,8,8.0,2,56,0.0,32.0,True
1554,8.0,17.0,2.125,9,0,0,6,1,5.0,0,342,1.0,4.0,False
1555,4.0,12.0,3.0,3,0,0,0,1,0.0,0,63,0.0,7.0,True
1556,3.0,18.0,6.0,4,1,1,0,0,2.0,1,249,3.0,1.0,False
1557,6.0,19.0,3.1666666666666665,2,0,0,2,3,4.0,0,255,2.0,2.0,False
1558,11.0,3.0,0.2727272727272727,6,0,0,0,0,2.0,0,481,0.0,0.0,False
1559,3.0,28.0,9.333333333333334,4,0,0,0,2,0.0,0,88,1.0,19.0,True
1560,20.0,6.0,0.3,7,0,0,1,2,4.0,0,298,0.0,0.0,False
1561,4.0,43.0,10.75,9,1,1,0,1,2.0,0,335,1.0,5.0,False
1562,11.0,27.0,2.4545454545454546,4,0,2,8,8,4.0,1,157,0.0,19.0,True
1563,7.0,22.0,3.142857142857143,1,0,0,7,7,0.0,0,130,0.0,15.0,True
