,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
559,12.0,68.0,5.666666666666667,7,0,2,3,5,8.0,0,161,6.0,6.0,False
560,15.0,18.0,1.2,13,0,3,7,3,10.0,0,244,3.0,2.0,False
561,6.0,29.0,4.833333333333333,12,0,2,0,0,4.0,1,370,4.0,2.0,False
562,1.0,25.0,25.0,3,0,1,0,2,0.0,1,92,0.0,13.0,True
563,29.0,23.0,0.7931034482758621,4,0,2,4,3,12.0,0,398,1.0,2.0,False
564,9.0,3.0,0.3333333333333333,2,0,0,5,3,2.0,1,237,0.0,0.0,False
566,4.0,5.0,1.25,4,0,0,3,1,2.0,2,399,1.0,0.0,False
567,3.0,2.0,0.6666666666666666,4,0,0,0,1,1.0,1,333,0.0,0.0,False
568,18.0,5.0,0.2777777777777778,5,0,0,6,4,3.0,1,336,0.0,1.0,False
569,23.0,16.0,0.6956521739130435,6,0,0,7,4,10.0,1,185,0.0,4.0,False
570,1.0,3.0,3.0,4,0,0,0,0,1.0,0,120,0.0,0.0,False
571,10.0,77.0,7.7,12,0,0,5,3,6.0,0,253,9.0,17.0,False
572,8.0,26.0,3.25,2,0,1,3,5,5.0,1,295,2.0,2.0,False
573,16.0,82.0,5.125,4,0,0,8,9,4.0,0,103,0.0,57.0,True
574,6.0,28.0,4.666666666666667,4,0,1,0,2,2.0,1,78,0.0,17.0,True
575,18.0,9.0,0.5,7,0,0,2,2,5.0,0,171,1.0,0.0,False
576,1.0,8.0,8.0,10,0,0,0,2,1.0,0,234,1.0,1.0,False
577,5.0,17.0,3.4,5,0,0,0,0,4.0,0,325,2.0,0.0,False
578,2.0,3.0,1.5,4,0,1,0,0,1.0,0,238,0.0,0.0,False
579,16.0,9.0,0.5625,9,0,1,4,2,5.0,0,387,1.0,0.0,False
580,17.0,42.0,2.4705882352941178,7,0,2,3,5,9.0,1,210,3.0,3.0,False
582,2.0,26.0,13.0,5,0,0,0,1,1.0,0,135,2.0,2.0,False
583,19.0,12.0,0.631578947368421,12,0,2,0,0,9.0,1,224,2.0,0.0,False
584,4.0,1.0,0.25,5,0,0,1,3,1.0,1,150,0.0,0.0,False
585,1.0,37.0,37.0,4,0,0,0,1,1.0,1,208,6.0,5.0,False
586,15.0,34.0,2.2666666666666666,5,0,1,4,1,8.0,1,274,3.0,2.0,False
587,7.0,6.0,0.8571428571428571,12,0,4,5,0,3.0,0,265,0.0,1.0,False
588,1.0,80.0,80.0,4,0,2,0,1,0.0,2,156,0.0,48.0,True
589,1.0,26.0,26.0,0,0,0,0,0,1.0,1,248,1.0,3.0,False
590,8.0,0.0,0.0,11,0,1,6,1,0.0,0,197,0.0,0.0,False
591,8.0,31.0,3.875,9,1,0,4,1,5.0,0,170,4.0,3.0,False
592,4.0,60.0,15.0,11,0,0,0,0,3.0,0,441,8.0,3.0,False
593,1.0,37.0,37.0,6,0,3,0,0,1.0,0,295,6.0,0.0,False
594,2.0,7.0,3.5,3,0,1,0,0,0.0,1,151,0.0,5.0,True
597,21.0,36.0,1.7142857142857142,12,0,0,0,0,19.0,1,422,4.0,0.0,False
599,11.0,40.0,3.6363636363636362,4,0,1,1,1,6.0,0,262,4.0,0.0,False
600,20.0,9.0,0.45,5,0,1,2,1,6.0,1,245,1.0,0.0,False
601,12.0,78.0,6.5,9,0,0,2,2,9.0,1,235,15.0,1.0,False
602,23.0,29.0,1.2608695652173914,13,0,0,2,3,16.0,0,246,5.0,0.0,False
603,10.0,11.0,1.1,8,0,0,8,2,5.0,1,328,1.0,2.0,False
604,1.0,34.0,34.0,1,0,0,0,0,1.0,0,304,4.0,0.0,False
605,19.0,2.0,0.10526315789473684,4,0,2,5,6,1.0,1,159,0.0,0.0,False
606,7.0,27.0,3.857142857142857,10,3,0,5,3,4.0,1,309,1.0,6.0,False
607,31.0,9.0,0.2903225806451613,8,0,0,0,0,7.0,1,215,1.0,0.0,False
608,6.0,0.0,0.0,4,2,0,0,2,0.0,2,93,0.0,0.0,True
609,27.0,25.0,0.9259259259259259,13,0,0,2,5,19.0,0,448,3.0,2.0,False
610,8.0,37.0,4.625,6,0,2,5,1,5.0,2,216,5.0,5.0,False
611,10.0,0.0,0.0,5,0,1,8,1,0.0,2,230,0.0,0.0,False
612,3.0,1.0,0.3333333333333333,4,0,0,1,1,1.0,1,119,0.0,0.0,False
613,40.0,2.0,0.05,10,0,0,1,6,1.0,0,292,0.0,0.0,False
614,12.0,30.0,2.5,13,0,0,6,2,7.0,1,383,3.0,6.0,False
615,6.0,15.0,2.5,9,0,2,4,1,4.0,2,191,1.0,0.0,False
616,14.0,10.0,0.7142857142857143,14,0,0,8,2,6.0,0,376,1.0,2.0,False
617,2.0,4.0,2.0,0,0,0,0,1,0.0,0,113,0.0,3.0,True
619,14.0,8.0,0.5714285714285714,7,0,2,8,2,4.0,1,387,1.0,2.0,False
620,45.0,26.0,0.5777777777777777,9,0,1,3,4,15.0,0,344,3.0,1.0,False
621,21.0,1.0,0.047619047619047616,3,0,1,4,1,1.0,2,338,0.0,0.0,False
622,25.0,5.0,0.2,9,3,2,2,3,3.0,1,172,1.0,0.0,False
623,3.0,4.0,1.3333333333333333,13,0,0,1,0,2.0,0,226,1.0,0.0,False
624,31.0,4.0,0.12903225806451613,12,0,4,8,5,2.0,1,374,0.0,1.0,False
625,52.0,14.0,0.2692307692307692,13,0,0,9,8,8.0,2,328,0.0,3.0,False
626,9.0,25.0,2.7777777777777777,2,0,0,9,2,1.0,1,63,0.0,16.0,True
627,20.0,33.0,1.65,4,0,0,2,6,12.0,1,214,4.0,3.0,False
628,7.0,24.0,3.4285714285714284,7,2,0,3,3,4.0,0,127,2.0,2.0,False
629,1.0,27.0,27.0,4,0,2,0,1,0.0,0,110,0.0,16.0,True
630,5.0,56.0,11.2,5,2,2,2,4,3.0,1,168,4.0,4.0,False
631,5.0,13.0,2.6,3,0,1,0,2,0.0,0,96,0.0,8.0,True
632,5.0,39.0,7.8,3,0,1,4,3,3.0,1,161,2.0,3.0,False
633,5.0,13.0,2.6,3,0,1,3,4,3.0,0,219,1.0,1.0,False
635,2.0,74.0,37.0,10,0,0,0,0,2.0,1,481,8.0,0.0,False
636,19.0,15.0,0.7894736842105263,9,0,0,8,3,10.0,1,285,1.0,2.0,False
637,2.0,25.0,12.5,1,0,0,0,0,0.0,0,76,0.0,15.0,True
639,29.0,36.0,1.2413793103448276,6,0,1,0,0,23.0,0,218,5.0,1.0,False
640,18.0,54.0,3.0,3,0,1,7,10,2.0,0,149,0.0,35.0,True
641,1.0,28.0,28.0,1,0,1,0,0,0.0,1,74,0.0,16.0,True
642,6.0,13.0,2.1666666666666665,13,0,3,2,1,4.0,0,418,1.0,0.0,False
643,27.0,0.0,0.0,7,2,2,1,1,0.0,1,396,0.0,0.0,False
644,3.0,61.0,20.333333333333332,7,0,2,1,2,2.0,0,353,11.0,5.0,False
645,14.0,39.0,2.7857142857142856,8,0,0,5,3,8.0,0,300,6.0,4.0,False
647,4.0,44.0,11.0,0,0,0,0,1,0.0,1,123,0.0,26.0,True
648,2.0,3.0,1.5,12,0,0,0,1,1.0,1,306,0.0,1.0,False
649,20.0,24.0,1.2,7,0,2,8,5,12.0,1,331,1.0,3.0,False
650,23.0,7.0,0.30434782608695654,14,0,4,5,4,4.0,0,383,0.0,1.0,False
651,1.0,22.0,22.0,2,1,1,0,0,1.0,1,386,3.0,1.0,False
652,1.0,12.0,12.0,2,0,0,0,2,0.0,2,197,0.0,7.0,True
653,27.0,7.0,0.25925925925925924,9,0,1,1,6,6.0,1,280,1.0,0.0,False
654,8.0,38.0,4.75,4,0,0,2,4,5.0,0,243,4.0,3.0,False
655,4.0,18.0,4.5,2,0,1,0,2,1.0,0,79,0.0,11.0,True
656,1.0,27.0,27.0,6,0,0,0,0,1.0,0,161,2.0,1.0,False
657,18.0,9.0,0.5,2,0,0,8,9,0.0,0,65,0.0,6.0,True
658,2.0,4.0,2.0,4,0,0,0,0,1.0,1,163,0.0,0.0,False
659,1.0,0.0,0.0,0,0,0,0,1,0.0,2,185,0.0,0.0,True
660,13.0,19.0,1.4615384615384615,4,0,0,3,2,9.0,1,341,2.0,2.0,False
661,5.0,4.0,0.8,5,0,0,3,3,2.0,1,114,0.0,0.0,False
663,1.0,8.0,8.0,4,0,1,0,0,1.0,0,292,0.0,1.0,False
665,3.0,14.0,4.666666666666667,1,1,0,0,2,0.0,0,103,0.0,8.0,True
666,17.0,128.0,7.529411764705882,7,0,0,2,1,11.0,1,392,15.0,1.0,False
667,92.0,58.0,0.6304347826086957,15,0,0,1,13,41.0,0,262,7.0,0.0,False
669,2.0,23.0,11.5,2,0,0,0,1,0.0,1,123,0.0,14.0,True
670,2.0,7.0,3.5,1,0,0,1,0,1.0,1,244,1.0,0.0,False
671,5.0,21.0,4.2,6,0,1,5,1,3.0,1,152,0.0,2.0,False
672,10.0,30.0,3.0,4,0,2,8,7,0.0,0,93,0.0,15.0,True
673,2.0,16.0,8.0,0,0,0,0,1,0.0,0,145,0.0,9.0,True
674,11.0,3.0,0.2727272727272727,1,0,0,10,5,0.0,1,199,0.0,2.0,True
675,1.0,7.0,7.0,1,0,1,0,1,1.0,0,223,1.0,1.0,False
676,8.0,44.0,5.5,8,0,0,3,1,4.0,0,157,4.0,2.0,False
677,13.0,2.0,0.15384615384615385,10,0,3,6,2,1.0,0,151,0.0,0.0,False
678,7.0,33.0,4.714285714285714,2,0,0,7,2,0.0,0,157,0.0,23.0,True
679,13.0,68.0,5.230769230769231,4,0,2,5,4,8.0,2,121,5.0,7.0,False
681,5.0,5.0,1.0,2,0,0,2,5,3.0,0,116,1.0,0.0,False
682,12.0,8.0,0.6666666666666666,9,0,0,2,2,5.0,0,376,1.0,0.0,False
683,3.0,15.0,5.0,5,0,0,1,3,2.0,0,246,2.0,1.0,False
684,5.0,22.0,4.4,3,1,0,0,2,1.0,1,69,0.0,13.0,True
685,23.0,4.0,0.17391304347826086,3,0,1,2,3,2.0,2,236,1.0,0.0,False
686,2.0,9.0,4.5,4,0,0,0,1,1.0,0,187,1.0,1.0,False
687,6.0,93.0,15.5,4,0,0,3,2,4.0,1,116,5.0,7.0,False
688,8.0,27.0,3.375,8,0,0,2,0,5.0,0,337,3.0,3.0,False
689,4.0,24.0,6.0,6,0,3,1,0,3.0,2,215,2.0,2.0,False
690,38.0,26.0,0.6842105263157895,14,0,6,0,0,22.0,1,386,4.0,2.0,False
691,20.0,69.0,3.45,8,0,2,8,3,11.0,0,289,9.0,14.0,False
692,24.0,0.0,0.0,12,1,1,6,3,0.0,0,309,0.0,0.0,False
694,16.0,15.0,0.9375,6,0,0,0,0,13.0,1,358,3.0,0.0,False
695,15.0,26.0,1.7333333333333334,7,0,0,2,2,8.0,1,195,3.0,0.0,False
696,14.0,36.0,2.5714285714285716,7,0,0,1,4,12.0,0,488,6.0,1.0,False
698,14.0,16.0,1.1428571428571428,3,0,1,2,2,8.0,0,346,2.0,0.0,False
699,7.0,5.0,0.7142857142857143,13,0,4,6,1,3.0,1,200,1.0,1.0,False
700,2.0,3.0,1.5,1,0,1,0,1,1.0,0,284,0.0,0.0,False
701,24.0,56.0,2.3333333333333335,8,1,2,0,0,20.0,0,234,6.0,0.0,False
702,100.0,21.0,0.21,16,0,5,3,10,17.0,1,324,3.0,0.0,False
703,12.0,2.0,0.16666666666666666,13,0,4,6,2,1.0,1,383,0.0,0.0,False
704,24.0,38.0,1.5833333333333333,9,0,3,0,0,18.0,0,495,5.0,1.0,False
705,42.0,1.0,0.023809523809523808,8,0,0,1,5,1.0,0,310,0.0,0.0,False
706,2.0,26.0,13.0,8,1,0,0,1,1.0,1,167,1.0,5.0,False
707,3.0,42.0,14.0,2,0,0,0,2,0.0,0,199,0.0,27.0,True
708,4.0,5.0,1.25,12,2,0,0,2,3.0,2,231,0.0,1.0,False
709,2.0,15.0,7.5,6,0,1,0,0,1.0,1,395,1.0,1.0,False
710,18.0,11.0,0.6111111111111112,7,0,1,8,3,6.0,0,310,0.0,2.0,False
711,17.0,14.0,0.8235294117647058,8,0,0,6,5,8.0,0,263,1.0,2.0,False
712,10.0,2.0,0.2,8,0,1,2,1,1.0,1,248,0.0,0.0,False
713,5.0,54.0,10.8,4,0,0,0,2,2.0,0,85,0.0,37.0,True
714,22.0,4.0,0.18181818181818182,4,0,0,1,2,3.0,1,328,1.0,0.0,False
715,10.0,0.0,0.0,5,0,2,2,4,0.0,1,131,0.0,0.0,False
716,14.0,40.0,2.857142857142857,10,0,0,5,2,10.0,0,373,3.0,8.0,False
717,74.0,15.0,0.20270270270270271,16,0,1,6,5,10.0,2,381,2.0,1.0,False
718,2.0,19.0,9.5,3,0,1,0,2,0.0,1,190,0.0,12.0,True
719,15.0,1.0,0.06666666666666667,12,0,0,6,3,1.0,1,368,0.0,0.0,False
720,9.0,40.0,4.444444444444445,8,0,0,4,1,6.0,1,278,2.0,5.0,False
721,4.0,3.0,0.75,3,0,0,0,2,0.0,0,172,0.0,2.0,True
722,9.0,59.0,6.555555555555555,6,3,0,6,2,5.0,1,323,16.0,11.0,False
723,13.0,4.0,0.3076923076923077,11,0,0,5,3,2.0,0,216,0.0,1.0,False
724,22.0,39.0,1.7727272727272727,7,2,4,9,5,12.0,0,330,1.0,5.0,False
725,7.0,3.0,0.42857142857142855,2,0,1,7,5,0.0,1,129,0.0,2.0,True
726,25.0,16.0,0.64,8,0,0,6,3,10.0,1,328,1.0,2.0,False
727,4.0,14.0,3.5,2,1,0,3,2,3.0,1,230,1.0,1.0,False
728,11.0,115.0,10.454545454545455,1,0,1,8,4,4.0,0,149,0.0,73.0,True
729,2.0,4.0,2.0,3,0,0,0,1,0.0,0,118,0.0,2.0,True
730,7.0,18.0,2.5714285714285716,4,0,2,5,4,4.0,0,247,1.0,1.0,False
731,4.0,6.0,1.5,5,2,0,0,0,3.0,1,217,1.0,1.0,False
733,6.0,6.0,1.0,3,1,1,5,2,4.0,1,270,0.0,1.0,False
734,9.0,38.0,4.222222222222222,12,0,2,6,1,6.0,0,214,6.0,5.0,False
735,23.0,56.0,2.4347826086956523,7,0,0,1,4,18.0,0,479,6.0,3.0,False
736,1.0,2.0,2.0,3,0,1,0,1,0.0,1,141,0.0,1.0,True
737,42.0,36.0,0.8571428571428571,14,1,2,0,0,29.0,0,328,7.0,0.0,False
738,6.0,77.0,12.833333333333334,10,0,0,6,3,4.0,0,287,0.0,13.0,False
739,2.0,21.0,10.5,7,0,0,0,1,1.0,0,313,2.0,4.0,False
740,12.0,6.0,0.5,7,0,1,2,6,4.0,1,288,0.0,1.0,False
741,4.0,41.0,10.25,4,0,3,0,0,2.0,1,397,5.0,1.0,False
742,8.0,22.0,2.75,7,0,2,5,3,5.0,0,357,2.0,3.0,False
743,15.0,86.0,5.733333333333333,9,0,0,6,2,8.0,0,209,18.0,9.0,False
744,19.0,67.0,3.526315789473684,6,0,1,2,6,11.0,1,140,5.0,5.0,False
745,1.0,19.0,19.0,2,0,0,0,0,1.0,1,310,2.0,0.0,False
0,9.0,34.0,3.7777777777777777,5,0,0,8,1,5.0,1,251,4.0,5.0,False
1,13.0,83.0,6.384615384615385,8,0,1,4,1,7.0,1,161,7.0,2.0,False
2,30.0,10.0,0.3333333333333333,6,0,0,9,7,5.0,1,150,2.0,2.0,False
3,7.0,69.0,9.857142857142858,4,0,0,7,9,1.0,0,68,0.0,39.0,True
4,18.0,87.0,4.833333333333333,13,0,2,2,3,14.0,0,371,11.0,6.0,False
5,35.0,51.0,1.457142857142857,8,2,1,2,6,29.0,0,466,8.0,1.0,False
6,37.0,34.0,0.918918918918919,10,0,0,1,4,28.0,0,398,6.0,1.0,False
7,17.0,51.0,3.0,3,1,1,7,8,2.0,0,136,0.0,30.0,True
8,13.0,85.0,6.538461538461538,7,0,0,3,5,8.0,1,164,6.0,7.0,False
9,13.0,9.0,0.6923076923076923,7,0,2,6,2,6.0,1,363,1.0,2.0,False
10,20.0,2.0,0.1,3,0,0,1,2,1.0,1,346,0.0,0.0,False
11,20.0,94.0,4.7,4,0,1,4,5,10.0,1,125,11.0,9.0,False
12,1.0,115.0,115.0,4,0,0,0,2,0.0,1,97,0.0,77.0,True
13,11.0,132.0,12.0,6,0,0,4,4,7.0,1,295,12.0,13.0,False
14,101.0,15.0,0.1485148514851485,22,7,0,5,13,13.0,0,352,2.0,0.0,False
15,27.0,50.0,1.8518518518518519,4,0,1,2,6,14.0,1,124,3.0,4.0,False
16,22.0,80.0,3.6363636363636362,6,0,2,6,3,13.0,0,243,2.0,15.0,False
17,24.0,94.0,3.9166666666666665,6,0,0,4,1,12.0,0,263,13.0,9.0,False
18,12.0,15.0,1.25,3,0,1,10,7,6.0,2,104,0.0,9.0,True
19,36.0,159.0,4.416666666666667,14,0,3,2,6,25.0,0,299,24.0,9.0,False
20,25.0,8.0,0.32,1,0,0,7,10,1.0,0,168,0.0,5.0,True
21,17.0,72.0,4.235294117647059,7,0,0,8,2,9.0,1,299,14.0,11.0,False
22,17.0,3.0,0.17647058823529413,11,0,3,8,2,2.0,0,293,0.0,1.0,False
23,10.0,101.0,10.1,3,0,0,7,9,6.0,1,106,0.0,68.0,True
24,33.0,61.0,1.8484848484848484,5,0,0,4,1,19.0,0,225,8.0,8.0,False
25,25.0,23.0,0.92,5,0,0,1,3,16.0,1,281,2.0,2.0,False
26,12.0,76.0,6.333333333333333,4,0,2,8,7,4.0,1,199,0.0,53.0,True
27,13.0,100.0,7.6923076923076925,4,2,1,5,5,7.0,1,169,5.0,9.0,False
28,49.0,4.0,0.08163265306122448,11,0,1,3,3,3.0,0,236,0.0,0.0,False
29,46.0,47.0,1.0217391304347827,10,0,0,4,4,27.0,1,287,6.0,0.0,False
30,28.0,46.0,1.6428571428571428,4,3,1,3,6,18.0,1,280,4.0,4.0,False
31,18.0,35.0,1.9444444444444444,5,2,0,5,6,12.0,0,205,4.0,3.0,False
32,39.0,83.0,2.128205128205128,5,0,2,8,9,27.0,0,368,8.0,15.0,False
33,12.0,65.0,5.416666666666667,13,0,0,7,2,6.0,1,181,15.0,12.0,False
34,34.0,18.0,0.5294117647058824,6,0,0,3,2,10.0,2,165,1.0,0.0,False
35,24.0,192.0,8.0,4,0,0,10,10,8.0,0,136,0.0,101.0,True
36,5.0,9.0,1.8,11,0,3,1,2,4.0,0,214,2.0,0.0,False
37,6.0,39.0,6.5,3,0,1,0,2,1.0,0,57,0.0,27.0,True
38,17.0,64.0,3.764705882352941,2,0,1,4,5,10.0,1,170,6.0,5.0,False
39,33.0,11.0,0.3333333333333333,11,0,5,5,6,6.0,1,340,0.0,2.0,False
40,18.0,102.0,5.666666666666667,5,0,2,5,6,12.0,1,243,8.0,9.0,False
41,17.0,2.0,0.11764705882352941,5,0,0,5,3,1.0,2,162,0.0,0.0,False
42,10.0,26.0,2.6,1,0,1,8,3,3.0,0,104,0.0,18.0,True
43,43.0,57.0,1.3255813953488371,10,0,3,8,8,26.0,1,167,9.0,11.0,False
44,2.0,30.0,15.0,5,0,1,0,0,1.0,0,380,6.0,1.0,False
45,40.0,67.0,1.675,4,0,1,1,4,28.0,1,231,10.0,0.0,False
46,3.0,143.0,47.666666666666664,4,0,0,1,5,2.0,1,293,8.0,11.0,False
47,12.0,82.0,6.833333333333333,1,0,0,10,6,1.0,1,154,0.0,43.0,True
48,19.0,78.0,4.105263157894737,12,0,0,1,3,14.0,0,286,10.0,2.0,False
49,18.0,74.0,4.111111111111111,9,0,3,7,3,9.0,0,336,7.0,12.0,False
50,28.0,6.0,0.21428571428571427,5,0,2,5,6,3.0,0,201,0.0,1.0,False
51,1.0,39.0,39.0,4,0,1,0,0,1.0,0,183,1.0,9.0,False
52,45.0,37.0,0.8222222222222222,6,0,0,2,3,23.0,0,248,2.0,0.0,False
53,30.0,74.0,2.466666666666667,5,0,2,2,5,23.0,0,449,13.0,3.0,False
54,44.0,66.0,1.5,14,0,2,5,8,23.0,1,296,3.0,15.0,False
55,18.0,93.0,5.166666666666667,7,0,2,7,4,10.0,0,238,10.0,23.0,False
56,6.0,51.0,8.5,6,0,2,3,1,3.0,1,292,6.0,3.0,False
57,55.0,47.0,0.8545454545454545,4,0,1,2,3,25.0,0,269,6.0,3.0,False
58,25.0,137.0,5.48,7,0,0,6,3,16.0,0,268,13.0,17.0,False
59,3.0,42.0,14.0,0,0,0,0,1,1.0,0,139,0.0,28.0,True
60,104.0,65.0,0.625,18,0,0,2,13,58.0,0,237,7.0,6.0,False
61,17.0,67.0,3.9411764705882355,7,0,1,2,2,9.0,1,378,9.0,2.0,False
62,26.0,98.0,3.769230769230769,2,0,0,8,8,8.0,1,83,0.0,64.0,True
63,29.0,89.0,3.0689655172413794,2,0,0,2,7,15.0,0,141,5.0,7.0,False
64,44.0,34.0,0.7727272727272727,11,3,0,2,6,30.0,0,419,4.0,0.0,False
65,2.0,26.0,13.0,2,0,0,0,0,0.0,1,192,0.0,15.0,True
66,8.0,98.0,12.25,4,0,1,7,5,0.0,0,127,0.0,68.0,True
67,8.0,4.0,0.5,8,0,0,7,3,2.0,1,347,0.0,1.0,False
68,2.0,79.0,39.5,4,0,1,0,0,0.0,1,113,1.0,52.0,True
69,15.0,57.0,3.8,2,0,1,2,5,10.0,1,189,6.0,5.0,False
70,90.0,6.0,0.06666666666666667,15,0,0,0,1,5.0,0,359,1.0,0.0,False
71,47.0,6.0,0.1276595744680851,6,0,0,2,3,3.0,0,171,0.0,0.0,False
72,3.0,29.0,9.666666666666666,2,0,0,0,0,2.0,1,331,2.0,3.0,False
73,47.0,63.0,1.3404255319148937,16,0,0,2,5,40.0,0,203,9.0,0.0,False
74,24.0,135.0,5.625,4,0,2,2,6,15.0,0,127,8.0,10.0,False
75,45.0,69.0,1.5333333333333334,9,0,2,2,4,30.0,1,216,9.0,0.0,False
76,6.0,123.0,20.5,3,0,0,0,2,4.0,1,195,0.0,83.0,True
77,38.0,24.0,0.631578947368421,4,0,0,3,3,15.0,0,315,2.0,0.0,False
78,10.0,78.0,7.8,4,0,2,7,6,0.0,1,94,0.0,43.0,True
79,23.0,6.0,0.2608695652173913,10,0,0,5,5,4.0,0,249,0.0,1.0,False
80,50.0,151.0,3.02,8,0,3,0,0,39.0,0,234,22.0,4.0,False
81,9.0,52.0,5.777777777777778,4,0,0,5,4,6.0,1,276,3.0,4.0,False
82,44.0,43.0,0.9772727272727273,12,0,0,6,5,26.0,1,313,1.0,9.0,False
83,45.0,43.0,0.9555555555555556,3,0,1,1,3,30.0,0,388,6.0,1.0,False
84,22.0,20.0,0.9090909090909091,5,0,3,5,5,12.0,0,299,4.0,5.0,False
85,6.0,55.0,9.166666666666666,10,0,0,2,3,5.0,0,337,9.0,3.0,False
86,5.0,67.0,13.4,1,0,0,0,2,0.0,1,88,0.0,45.0,True
87,38.0,96.0,2.526315789473684,4,0,0,2,5,22.0,0,145,8.0,8.0,False
88,2.0,73.0,36.5,0,0,0,0,1,1.0,0,269,7.0,5.0,False
89,14.0,54.0,3.857142857142857,4,0,1,7,8,3.0,0,171,0.0,31.0,True
90,7.0,71.0,10.142857142857142,3,0,0,7,0,0.0,0,165,0.0,41.0,True
91,53.0,158.0,2.981132075471698,12,0,0,4,3,29.0,1,195,16.0,6.0,False
92,5.0,11.0,2.2,2,0,1,0,2,2.0,0,182,0.0,8.0,True
93,8.0,70.0,8.75,11,0,2,8,2,4.0,1,279,8.0,10.0,False
94,28.0,83.0,2.9642857142857144,6,0,0,2,1,17.0,1,282,7.0,0.0,False
95,23.0,20.0,0.8695652173913043,3,0,0,2,7,12.0,0,113,2.0,2.0,False
96,17.0,71.0,4.176470588235294,7,1,0,7,5,9.0,1,216,2.0,12.0,False
97,16.0,93.0,5.8125,12,0,2,5,4,10.0,1,299,4.0,14.0,False
98,43.0,11.0,0.2558139534883721,3,0,0,4,4,7.0,1,282,2.0,0.0,False
99,29.0,65.0,2.2413793103448274,6,0,1,1,4,22.0,0,331,10.0,2.0,False
100,7.0,54.0,7.714285714285714,1,0,1,7,2,1.0,1,91,0.0,32.0,True
101,3.0,53.0,17.666666666666668,0,0,0,0,1,0.0,0,83,0.0,35.0,True
102,11.0,44.0,4.0,4,1,0,9,9,2.0,1,178,0.0,24.0,True
103,20.0,18.0,0.9,5,2,0,2,6,11.0,1,181,1.0,2.0,False
104,32.0,8.0,0.25,10,0,0,9,7,5.0,1,330,1.0,2.0,False
105,8.0,9.0,1.125,3,1,1,3,0,5.0,0,237,1.0,0.0,False
106,17.0,174.0,10.235294117647058,11,0,3,6,5,11.0,0,184,35.0,23.0,False
107,7.0,37.0,5.285714285714286,2,0,1,7,6,3.0,0,64,0.0,23.0,True
108,76.0,116.0,1.5263157894736843,16,0,3,9,14,47.0,0,201,15.0,26.0,False
109,33.0,39.0,1.1818181818181819,4,2,2,3,4,18.0,1,396,6.0,1.0,False
110,21.0,78.0,3.7142857142857144,4,0,0,4,5,12.0,0,137,7.0,7.0,False
111,9.0,80.0,8.88888888888889,4,0,1,8,8,0.0,1,112,0.0,47.0,True
112,2.0,83.0,41.5,7,0,2,0,1,1.0,0,108,8.0,7.0,False
113,22.0,80.0,3.6363636363636362,3,0,1,5,5,11.0,1,135,5.0,7.0,False
114,22.0,97.0,4.409090909090909,14,0,5,7,3,14.0,0,305,14.0,13.0,False
115,12.0,13.0,1.0833333333333333,7,0,0,3,1,7.0,1,228,2.0,0.0,False
116,44.0,33.0,0.75,8,0,0,1,3,21.0,1,209,3.0,1.0,False
117,17.0,79.0,4.647058823529412,3,0,1,4,5,11.0,1,246,8.0,8.0,False
118,21.0,67.0,3.1904761904761907,4,0,0,4,2,13.0,0,297,4.0,8.0,False
119,25.0,24.0,0.96,12,0,0,9,4,15.0,0,374,0.0,4.0,False
120,5.0,90.0,18.0,3,0,1,0,2,0.0,1,118,0.0,57.0,True
121,18.0,96.0,5.333333333333333,5,1,2,2,6,10.0,0,252,10.0,7.0,False
122,23.0,49.0,2.130434782608696,3,0,1,4,5,13.0,0,148,5.0,4.0,False
123,14.0,80.0,5.714285714285714,6,0,0,0,0,11.0,0,441,13.0,0.0,False
124,7.0,39.0,5.571428571428571,10,0,0,2,3,6.0,1,313,5.0,2.0,False
125,15.0,33.0,2.2,4,0,0,8,9,0.0,1,56,0.0,22.0,True
126,22.0,86.0,3.909090909090909,4,0,1,4,1,12.0,1,186,10.0,0.0,False
127,5.0,18.0,3.6,7,0,2,5,1,3.0,2,270,0.0,3.0,False
128,48.0,47.0,0.9791666666666666,16,0,5,2,6,38.0,1,362,8.0,3.0,False
129,10.0,57.0,5.7,3,1,1,3,4,5.0,0,132,4.0,5.0,False
130,37.0,47.0,1.2702702702702702,6,0,0,3,6,25.0,1,141,4.0,3.0,False
131,5.0,86.0,17.2,4,0,1,0,2,1.0,1,107,0.0,49.0,True
132,38.0,3.0,0.07894736842105263,13,0,4,9,7,2.0,2,338,0.0,1.0,False
133,8.0,116.0,14.5,2,0,0,8,2,3.0,1,185,0.0,65.0,True
134,55.0,18.0,0.32727272727272727,4,0,1,4,2,10.0,1,288,2.0,0.0,False
135,32.0,46.0,1.4375,3,0,1,5,6,20.0,0,275,5.0,4.0,False
136,63.0,7.0,0.1111111111111111,15,0,4,3,4,5.0,0,437,1.0,0.0,False
137,4.0,125.0,31.25,0,0,0,0,1,0.0,0,181,0.0,74.0,True
